Year of Death,Geographic Region,State,Sex,Veteran Suicides
2005,Western,Colorado,Male,154
2005,Western,Colorado,Female,10
2005,Western,Colorado,All,164
2005,Western,Hawaii,Male,10-19
2005,Western,Hawaii,Female,<10
2005,Western,Hawaii,All,15
2005,Western,Idaho,Male,40-49
2005,Western,Idaho,Female,<10
2005,Western,Idaho,All,52
2005,Western,Montana,Male,50-59
2005,Western,Montana,Female,<10
2005,Western,Montana,All,52
2005,Western,Nevada,Male,100-109
2005,Western,Nevada,Female,<10
2005,Western,Nevada,All,110
2005,Western,New Mexico,Male,60-69
2005,Western,New Mexico,Female,<10
2005,Western,New Mexico,All,65
2005,Western,Oregon,Male,110-119
2005,Western,Oregon,Female,<10
2005,Western,Oregon,All,119
2005,Western,Utah,Male,30-39
2005,Western,Utah,Female,<10
2005,Western,Utah,All,38
2005,Western,Washington,Male,170-179
2005,Western,Washington,Female,<10
2005,Western,Washington,All,175
2005,Western,Wyoming,Male,20-29
2005,Western,Wyoming,Female,<10
2005,Western,Wyoming,All,23
2005,All,U.S. Total,Male,5958
2005,All,U.S. Total,Female,189
2005,All,U.S. Total,All,6149
2006,Northeastern,Connecticut,Male,40-49
2006,Northeastern,Connecticut,Female,<10
2006,Northeastern,Connecticut,All,44
2006,Northeastern,Maine,Male,40-49
2006,Northeastern,Maine,Female,<10
2006,Northeastern,Maine,All,41
2006,Northeastern,Massachusetts,Male,50-59
2006,Northeastern,Massachusetts,Female,<10
2006,Northeastern,Massachusetts,All,55
2006,Northeastern,New Hampshire,Male,20-29
2006,Northeastern,New Hampshire,Female,<10
2006,Northeastern,New Hampshire,All,33
2006,Northeastern,New Jersey,Male,60-69
2006,Northeastern,New Jersey,Female,<10
2006,Northeastern,New Jersey,All,67
2006,Northeastern,New York,Male,170-179
2006,Northeastern,New York,Female,<10
2006,Northeastern,New York,All,180
2006,Northeastern,Pennsylvania,Male,250-259
2006,Northeastern,Pennsylvania,Female,<10
2006,Northeastern,Pennsylvania,All,263
2006,Northeastern,Rhode Island,Male,20-29
2006,Northeastern,Rhode Island,Female,<10
2006,Northeastern,Rhode Island,All,22
2006,Northeastern,Vermont,Male,10-19
2006,Northeastern,Vermont,Female,<10
2006,Northeastern,Vermont,All,16
2006,Midwestern,Illinois,Male,150-159
2006,Midwestern,Illinois,Female,<10
2006,Midwestern,Illinois,All,158
2006,Midwestern,Indiana,Male,140-149
2006,Midwestern,Indiana,Female,<10
2006,Midwestern,Indiana,All,149
2006,Midwestern,Iowa,Male,60-69
2006,Midwestern,Iowa,Female,<10
2006,Midwestern,Iowa,All,63
2006,Midwestern,Kansas,Male,70-79
2006,Midwestern,Kansas,Female,<10
2006,Midwestern,Kansas,All,76
2006,Midwestern,Michigan,Male,228
2006,Midwestern,Michigan,Female,10
2006,Midwestern,Michigan,All,239
2006,Midwestern,Minnesota,Male,90-99
2006,Midwestern,Minnesota,Female,<10
2006,Midwestern,Minnesota,All,98
2006,Midwestern,Missouri,Male,160-169
2006,Midwestern,Missouri,Female,<10
2006,Midwestern,Missouri,All,165
2006,Midwestern,Nebraska,Male,30-39
2006,Midwestern,Nebraska,Female,<10
2006,Midwestern,Nebraska,All,39
2006,Midwestern,North Dakota,Male,10-19
2006,Midwestern,North Dakota,Female,<10
2006,Midwestern,North Dakota,All,17
2006,Midwestern,Ohio,Male,230-239
2006,Midwestern,Ohio,Female,<10
2006,Midwestern,Ohio,All,241
2006,Midwestern,South Dakota,Male,20-29
2006,Midwestern,South Dakota,Female,<10
2006,Midwestern,South Dakota,All,24
2006,Midwestern,Wisconsin,Male,120-129
2006,Midwestern,Wisconsin,Female,<10
2006,Midwestern,Wisconsin,All,127
2006,Southern,Alabama,Male,110-119
2006,Southern,Alabama,Female,<10
2006,Southern,Alabama,All,120
2006,Southern,Arkansas,Male,70-79
2006,Southern,Arkansas,Female,<10
2006,Southern,Arkansas,All,80
2006,Southern,Delaware,Male,10-19
2006,Southern,Delaware,Female,<10
2006,Southern,Delaware,All,16
2006,Southern,District of Columbia,Male,<10
2006,Southern,District of Columbia,Female,<10
2006,Southern,District of Columbia,All,<10
2006,Southern,Florida,Male,483
2006,Southern,Florida,Female,20
2006,Southern,Florida,All,503
2006,Southern,Georgia,Male,160-169
2006,Southern,Georgia,Female,<10
2006,Southern,Georgia,All,167
2006,Southern,Kentucky,Male,110-119
2006,Southern,Kentucky,Female,<10
2006,Southern,Kentucky,All,121
2006,Southern,Louisiana,Male,60-69
2006,Southern,Louisiana,Female,<10
2006,Southern,Louisiana,All,68
2006,Southern,Maryland,Male,80-89
2006,Southern,Maryland,Female,<10
2006,Southern,Maryland,All,86
2006,Southern,Mississippi,Male,60-69
2006,Southern,Mississippi,Female,<10
2006,Southern,Mississippi,All,67
2006,Southern,North Carolina,Male,200-209
2006,Southern,North Carolina,Female,<10
2006,Southern,North Carolina,All,205
2006,Southern,Oklahoma,Male,90-99
2006,Southern,Oklahoma,Female,<10
2006,Southern,Oklahoma,All,95
2006,Southern,South Carolina,Male,90-99
2006,Southern,South Carolina,Female,<10
2006,Southern,South Carolina,All,96
2006,Southern,Tennessee,Male,160-169
2006,Southern,Tennessee,Female,<10
2006,Southern,Tennessee,All,172
2006,Southern,Texas,Male,389
2006,Southern,Texas,Female,11
2006,Southern,Texas,All,400
2006,Southern,Virginia,Male,150-159
2006,Southern,Virginia,Female,<10
2006,Southern,Virginia,All,164
2006,Southern,West Virginia,Male,50-59
2006,Southern,West Virginia,Female,<10
2006,Southern,West Virginia,All,57
2006,Western,Alaska,Male,20-29
2006,Western,Alaska,Female,<10
2006,Western,Alaska,All,27
2006,Western,Arizona,Male,190-199
2006,Western,Arizona,Female,<10
2006,Western,Arizona,All,201
2006,Western,California,Male,522
2006,Western,California,Female,19
2006,Western,California,All,543
2006,Western,Colorado,Male,110-119
2006,Western,Colorado,Female,<10
2006,Western,Colorado,All,126
2006,Western,Hawaii,Male,10-19
2006,Western,Hawaii,Female,<10
2006,Western,Hawaii,All,15
2006,Western,Idaho,Male,40-49
2006,Western,Idaho,Female,<10
2006,Western,Idaho,All,42
2006,Western,Montana,Male,40-49
2006,Western,Montana,Female,<10
2006,Western,Montana,All,50
2006,Western,Nevada,Male,90-99
2006,Western,Nevada,Female,<10
2006,Western,Nevada,All,104
2006,Western,New Mexico,Male,50-59
2006,Western,New Mexico,Female,<10
2006,Western,New Mexico,All,61
2006,Western,Oregon,Male,110-119
2006,Western,Oregon,Female,<10
2006,Western,Oregon,All,122
2006,Western,Utah,Male,40-49
2006,Western,Utah,Female,<10
2006,Western,Utah,All,48
2006,Western,Washington,Male,140-149
2006,Western,Washington,Female,<10
2006,Western,Washington,All,148
2006,Western,Wyoming,Male,10-19
2006,Western,Wyoming,Female,<10
2006,Western,Wyoming,All,20
2006,All,U.S. Total,Male,5872
2006,All,U.S. Total,Female,174
2006,All,U.S. Total,All,6050
2007,Northeastern,Connecticut,Male,30-39
2007,Northeastern,Connecticut,Female,<10
2007,Northeastern,Connecticut,All,35
2007,Northeastern,Maine,Male,30-39
2007,Northeastern,Maine,Female,<10
2007,Northeastern,Maine,All,40
2007,Northeastern,Massachusetts,Male,60-69
2007,Northeastern,Massachusetts,Female,<10
2007,Northeastern,Massachusetts,All,71
2007,Northeastern,New Hampshire,Male,30-39
2007,Northeastern,New Hampshire,Female,<10
2007,Northeastern,New Hampshire,All,41
2007,Northeastern,New Jersey,Male,70-79
2007,Northeastern,New Jersey,Female,<10
2007,Northeastern,New Jersey,All,78
2007,Northeastern,New York,Male,170-179
2007,Northeastern,New York,Female,<10
2007,Northeastern,New York,All,179
2007,Northeastern,Pennsylvania,Male,250-259
2007,Northeastern,Pennsylvania,Female,<10
2007,Northeastern,Pennsylvania,All,262
2007,Northeastern,Rhode Island,Male,10-19
2007,Northeastern,Rhode Island,Female,<10
2007,Northeastern,Rhode Island,All,21
2007,Northeastern,Vermont,Male,10-19
2007,Northeastern,Vermont,Female,<10
2007,Northeastern,Vermont,All,17
2007,Midwestern,Illinois,Male,160-169
2007,Midwestern,Illinois,Female,<10
2007,Midwestern,Illinois,All,166
2007,Midwestern,Indiana,Male,130-139
2007,Midwestern,Indiana,Female,<10
2007,Midwestern,Indiana,All,145
2007,Midwestern,Iowa,Male,50-59
2007,Midwestern,Iowa,Female,<10
2007,Midwestern,Iowa,All,63
2007,Midwestern,Kansas,Male,70-79
2007,Midwestern,Kansas,Female,<10
2007,Midwestern,Kansas,All,77
2007,Midwestern,Michigan,Male,190-199
2007,Midwestern,Michigan,Female,<10
2007,Midwestern,Michigan,All,205
2007,Midwestern,Minnesota,Male,100-109
2007,Midwestern,Minnesota,Female,<10
2007,Midwestern,Minnesota,All,107
2007,Midwestern,Missouri,Male,130-139
2007,Midwestern,Missouri,Female,<10
2007,Midwestern,Missouri,All,139
2007,Midwestern,Nebraska,Male,20-29
2007,Midwestern,Nebraska,Female,<10
2007,Midwestern,Nebraska,All,30
2007,Midwestern,North Dakota,Male,20-29
2007,Midwestern,North Dakota,Female,<10
2007,Midwestern,North Dakota,All,23
2007,Midwestern,Ohio,Male,260-269
2007,Midwestern,Ohio,Female,<10
2007,Midwestern,Ohio,All,265
2007,Midwestern,South Dakota,Male,10-19
2007,Midwestern,South Dakota,Female,<10
2007,Midwestern,South Dakota,All,19
2007,Midwestern,Wisconsin,Male,100-109
2007,Midwestern,Wisconsin,Female,<10
2007,Midwestern,Wisconsin,All,113
2007,Southern,Alabama,Male,100-109
2007,Southern,Alabama,Female,<10
2007,Southern,Alabama,All,107
2007,Southern,Arkansas,Male,70-79
2007,Southern,Arkansas,Female,<10
2007,Southern,Arkansas,All,81
2007,Southern,Delaware,Male,10-19
2007,Southern,Delaware,Female,<10
2007,Southern,Delaware,All,11
2007,Southern,District of Columbia,Male,<10
2007,Southern,District of Columbia,Female,<10
2007,Southern,District of Columbia,All,<10
2007,Southern,Florida,Male,530
2007,Southern,Florida,Female,14
2007,Southern,Florida,All,544
2007,Southern,Georgia,Male,190-199
2007,Southern,Georgia,Female,<10
2007,Southern,Georgia,All,200
2007,Southern,Kentucky,Male,120-129
2007,Southern,Kentucky,Female,<10
2007,Southern,Kentucky,All,128
2007,Southern,Louisiana,Male,80-89
2007,Southern,Louisiana,Female,<10
2007,Southern,Louisiana,All,83
2007,Southern,Maryland,Male,80-89
2007,Southern,Maryland,Female,<10
2007,Southern,Maryland,All,91
2007,Southern,Mississippi,Male,70-79
2007,Southern,Mississippi,Female,<10
2007,Southern,Mississippi,All,75
2007,Southern,North Carolina,Male,186
2007,Southern,North Carolina,Female,10
2007,Southern,North Carolina,All,196
2007,Southern,Oklahoma,Male,90-99
2007,Southern,Oklahoma,Female,<10
2007,Southern,Oklahoma,All,103
2007,Southern,South Carolina,Male,100-109
2007,Southern,South Carolina,Female,<10
2007,Southern,South Carolina,All,112
2007,Southern,Tennessee,Male,150-159
2007,Southern,Tennessee,Female,<10
2007,Southern,Tennessee,All,156
2007,Southern,Texas,Male,395
2007,Southern,Texas,Female,11
2007,Southern,Texas,All,406
2007,Southern,Virginia,Male,170-179
2007,Southern,Virginia,Female,<10
2007,Southern,Virginia,All,178
2007,Southern,West Virginia,Male,60-69
2007,Southern,West Virginia,Female,<10
2007,Southern,West Virginia,All,66
2007,Western,Alaska,Male,20-29
2007,Western,Alaska,Female,<10
2007,Western,Alaska,All,28
2007,Western,Arizona,Male,190-199
2007,Western,Arizona,Female,<10
2007,Western,Arizona,All,201
2007,Western,California,Male,514
2007,Western,California,Female,21
2007,Western,California,All,536
2007,Western,Colorado,Male,150-159
2007,Western,Colorado,Female,<10
2007,Western,Colorado,All,162
2007,Western,Hawaii,Male,10-19
2007,Western,Hawaii,Female,<10
2007,Western,Hawaii,All,21
2007,Western,Idaho,Male,40-49
2007,Western,Idaho,Female,<10
2007,Western,Idaho,All,42
2007,Western,Montana,Male,40-49
2007,Western,Montana,Female,<10
2007,Western,Montana,All,48
2007,Western,Nevada,Male,90-99
2007,Western,Nevada,Female,<10
2007,Western,Nevada,All,96
2007,Western,New Mexico,Male,80-89
2007,Western,New Mexico,Female,<10
2007,Western,New Mexico,All,90
2007,Western,Oregon,Male,130-139
2007,Western,Oregon,Female,<10
2007,Western,Oregon,All,136
2007,Western,Utah,Male,50-59
2007,Western,Utah,Female,<10
2007,Western,Utah,All,58
2007,Western,Washington,Male,170-179
2007,Western,Washington,Female,<10
2007,Western,Washington,All,179
2007,Western,Wyoming,Male,20-29
2007,Western,Wyoming,Female,<10
2007,Western,Wyoming,All,25
2007,All,U.S. Total,Male,6073
2007,All,U.S. Total,Female,185
2007,All,U.S. Total,All,6260
2008,Northeastern,Connecticut,Male,40-49
2008,Northeastern,Connecticut,Female,<10
2008,Northeastern,Connecticut,All,42
2008,Northeastern,Maine,Male,30-39
2008,Northeastern,Maine,Female,<10
2008,Northeastern,Maine,All,37
2008,Northeastern,Massachusetts,Male,60-69
2008,Northeastern,Massachusetts,Female,<10
2008,Northeastern,Massachusetts,All,71
2008,Northeastern,New Hampshire,Male,30-39
2008,Northeastern,New Hampshire,Female,<10
2008,Northeastern,New Hampshire,All,34
2008,Northeastern,New Jersey,Male,80-89
2008,Northeastern,New Jersey,Female,<10
2008,Northeastern,New Jersey,All,89
2008,Northeastern,New York,Male,200-209
2008,Northeastern,New York,Female,<10
2008,Northeastern,New York,All,216
2008,Northeastern,Pennsylvania,Male,290-299
2008,Northeastern,Pennsylvania,Female,<10
2008,Northeastern,Pennsylvania,All,300
2008,Northeastern,Rhode Island,Male,10-19
2008,Northeastern,Rhode Island,Female,<10
2008,Northeastern,Rhode Island,All,17
2008,Northeastern,Vermont,Male,20-29
2008,Northeastern,Vermont,Female,<10
2008,Northeastern,Vermont,All,21
2008,Midwestern,Illinois,Male,180-189
2008,Midwestern,Illinois,Female,<10
2008,Midwestern,Illinois,All,197
2008,Midwestern,Indiana,Male,170-179
2008,Midwestern,Indiana,Female,<10
2008,Midwestern,Indiana,All,176
2008,Midwestern,Iowa,Male,60-69
2008,Midwestern,Iowa,Female,<10
2008,Midwestern,Iowa,All,65
2008,Midwestern,Kansas,Male,50-59
2008,Midwestern,Kansas,Female,<10
2008,Midwestern,Kansas,All,57
2008,Midwestern,Michigan,Male,180-189
2008,Midwestern,Michigan,Female,<10
2008,Midwestern,Michigan,All,194
2008,Midwestern,Minnesota,Male,90-99
2008,Midwestern,Minnesota,Female,<10
2008,Midwestern,Minnesota,All,102
2008,Midwestern,Missouri,Male,130-139
2008,Midwestern,Missouri,Female,<10
2008,Midwestern,Missouri,All,144
2008,Midwestern,Nebraska,Male,30-39
2008,Midwestern,Nebraska,Female,<10
2008,Midwestern,Nebraska,All,35
2008,Midwestern,North Dakota,Male,0-9
2008,Midwestern,North Dakota,Female,<10
2008,Midwestern,North Dakota,All,10
2008,Midwestern,Ohio,Male,240-249
2008,Midwestern,Ohio,Female,<10
2008,Midwestern,Ohio,All,254
2008,Midwestern,South Dakota,Male,10-19
2008,Midwestern,South Dakota,Female,<10
2008,Midwestern,South Dakota,All,17
2008,Midwestern,Wisconsin,Male,120-129
2008,Midwestern,Wisconsin,Female,<10
2008,Midwestern,Wisconsin,All,135
2008,Southern,Alabama,Male,110-119
2008,Southern,Alabama,Female,<10
2008,Southern,Alabama,All,120
2008,Southern,Arkansas,Male,70-79
2008,Southern,Arkansas,Female,<10
2008,Southern,Arkansas,All,86
2008,Southern,Delaware,Male,10-19
2008,Southern,Delaware,Female,<10
2008,Southern,Delaware,All,16
2008,Southern,District of Columbia,Male,<10
2008,Southern,District of Columbia,Female,<10
2008,Southern,District of Columbia,All,<10
2008,Southern,Florida,Male,546
2008,Southern,Florida,Female,15
2008,Southern,Florida,All,561
2008,Southern,Georgia,Male,170-179
2008,Southern,Georgia,Female,<10
2008,Southern,Georgia,All,188
2008,Southern,Kentucky,Male,100-109
2008,Southern,Kentucky,Female,<10
2008,Southern,Kentucky,All,115
2008,Southern,Louisiana,Male,90-99
2008,Southern,Louisiana,Female,<10
2008,Southern,Louisiana,All,98
2008,Southern,Maryland,Male,80-89
2008,Southern,Maryland,Female,<10
2008,Southern,Maryland,All,94
2008,Southern,Mississippi,Male,80-89
2008,Southern,Mississippi,Female,<10
2008,Southern,Mississippi,All,83
2008,Southern,North Carolina,Male,190-199
2008,Southern,North Carolina,Female,<10
2008,Southern,North Carolina,All,208
2008,Southern,Oklahoma,Male,110-119
2008,Southern,Oklahoma,Female,<10
2008,Southern,Oklahoma,All,123
2008,Southern,South Carolina,Male,100-109
2008,Southern,South Carolina,Female,<10
2008,Southern,South Carolina,All,111
2008,Southern,Tennessee,Male,150-159
2008,Southern,Tennessee,Female,<10
2008,Southern,Tennessee,All,164
2008,Southern,Texas,Male,439
2008,Southern,Texas,Female,15
2008,Southern,Texas,All,454
2008,Southern,Virginia,Male,160-169
2008,Southern,Virginia,Female,<10
2008,Southern,Virginia,All,174
2008,Southern,West Virginia,Male,40-49
2008,Southern,West Virginia,Female,<10
2008,Southern,West Virginia,All,48
2008,Western,Alaska,Male,20-29
2008,Western,Alaska,Female,<10
2008,Western,Alaska,All,21
2008,Western,Arizona,Male,180-189
2008,Western,Arizona,Female,<10
2008,Western,Arizona,All,194
2008,Western,California,Male,607
2008,Western,California,Female,15
2008,Western,California,All,622
2008,Western,Colorado,Male,160-169
2008,Western,Colorado,Female,<10
2008,Western,Colorado,All,173
2008,Western,Hawaii,Male,10-19
2008,Western,Hawaii,Female,<10
2008,Western,Hawaii,All,19
2008,Western,Idaho,Male,50-59
2008,Western,Idaho,Female,<10
2008,Western,Idaho,All,59
2008,Western,Montana,Male,40-49
2008,Western,Montana,Female,<10
2008,Western,Montana,All,49
2008,Western,Nevada,Male,120-129
2008,Western,Nevada,Female,<10
2008,Western,Nevada,All,132
2008,Western,New Mexico,Male,60-69
2008,Western,New Mexico,Female,<10
2008,Western,New Mexico,All,62
2008,Western,Oregon,Male,110-119
2008,Western,Oregon,Female,<10
2008,Western,Oregon,All,125
2008,Western,Utah,Male,50-59
2008,Western,Utah,Female,<10
2008,Western,Utah,All,52
2008,Western,Washington,Male,170-179
2008,Western,Washington,Female,<10
2008,Western,Washington,All,178
2008,Western,Wyoming,Male,30-39
2008,Western,Wyoming,Female,<10
2008,Western,Wyoming,All,31
2008,All,U.S. Total,Male,6369
2008,All,U.S. Total,Female,208
2008,All,U.S. Total,All,6579
2009,Northeastern,Connecticut,Male,40-49
2009,Northeastern,Connecticut,Female,<10
2009,Northeastern,Connecticut,All,42
2009,Northeastern,Maine,Male,40-49
2009,Northeastern,Maine,Female,<10
2009,Northeastern,Maine,All,42
2009,Northeastern,Massachusetts,Male,70-79
2009,Northeastern,Massachusetts,Female,<10
2009,Northeastern,Massachusetts,All,81
2009,Northeastern,New Hampshire,Male,20-29
2009,Northeastern,New Hampshire,Female,<10
2009,Northeastern,New Hampshire,All,30
2009,Northeastern,New Jersey,Male,70-79
2009,Northeastern,New Jersey,Female,<10
2009,Northeastern,New Jersey,All,73
2009,Northeastern,New York,Male,190-199
2009,Northeastern,New York,Female,<10
2009,Northeastern,New York,All,201
2009,Northeastern,Pennsylvania,Male,270-279
2009,Northeastern,Pennsylvania,Female,<10
2009,Northeastern,Pennsylvania,All,280
2009,Northeastern,Rhode Island,Male,10-19
2009,Northeastern,Rhode Island,Female,<10
2009,Northeastern,Rhode Island,All,18
2009,Northeastern,Vermont,Male,10-19
2009,Northeastern,Vermont,Female,<10
2009,Northeastern,Vermont,All,13
2009,Midwestern,Illinois,Male,160-169
2009,Midwestern,Illinois,Female,<10
2009,Midwestern,Illinois,All,178
2009,Midwestern,Indiana,Male,130-139
2009,Midwestern,Indiana,Female,<10
2009,Midwestern,Indiana,All,135
2009,Midwestern,Iowa,Male,70-79
2009,Midwestern,Iowa,Female,<10
2009,Midwestern,Iowa,All,74
2009,Midwestern,Kansas,Male,70-79
2009,Midwestern,Kansas,Female,<10
2009,Midwestern,Kansas,All,73
2009,Midwestern,Michigan,Male,200-209
2009,Midwestern,Michigan,Female,<10
2009,Midwestern,Michigan,All,212
2009,Midwestern,Minnesota,Male,90-99
2009,Midwestern,Minnesota,Female,<10
2009,Midwestern,Minnesota,All,97
2009,Midwestern,Missouri,Male,150-159
2009,Midwestern,Missouri,Female,<10
2009,Midwestern,Missouri,All,168
2009,Midwestern,Nebraska,Male,40-49
2009,Midwestern,Nebraska,Female,<10
2009,Midwestern,Nebraska,All,44
2009,Midwestern,North Dakota,Male,10-19
2009,Midwestern,North Dakota,Female,<10
2009,Midwestern,North Dakota,All,11
2009,Midwestern,Ohio,Male,190-199
2009,Midwestern,Ohio,Female,<10
2009,Midwestern,Ohio,All,208
2009,Midwestern,South Dakota,Male,20-29
2009,Midwestern,South Dakota,Female,<10
2009,Midwestern,South Dakota,All,28
2009,Midwestern,Wisconsin,Male,120-129
2009,Midwestern,Wisconsin,Female,<10
2009,Midwestern,Wisconsin,All,130
2009,Southern,Alabama,Male,140-149
2009,Southern,Alabama,Female,<10
2009,Southern,Alabama,All,154
2009,Southern,Arkansas,Male,70-79
2009,Southern,Arkansas,Female,<10
2009,Southern,Arkansas,All,77
2009,Southern,Delaware,Male,10-19
2009,Southern,Delaware,Female,<10
2009,Southern,Delaware,All,13
2009,Southern,District of Columbia,Male,<10
2009,Southern,District of Columbia,Female,<10
2009,Southern,District of Columbia,All,<10
2009,Southern,Florida,Male,544
2009,Southern,Florida,Female,15
2009,Southern,Florida,All,559
2009,Southern,Georgia,Male,203
2009,Southern,Georgia,Female,10
2009,Southern,Georgia,All,213
2009,Southern,Kentucky,Male,90-99
2009,Southern,Kentucky,Female,<10
2009,Southern,Kentucky,All,101
2009,Southern,Louisiana,Male,80-89
2009,Southern,Louisiana,Female,<10
2009,Southern,Louisiana,All,89
2009,Southern,Maryland,Male,80-89
2009,Southern,Maryland,Female,<10
2009,Southern,Maryland,All,86
2009,Southern,Mississippi,Male,70-79
2009,Southern,Mississippi,Female,<10
2009,Southern,Mississippi,All,76
2009,Southern,North Carolina,Male,170-179
2009,Southern,North Carolina,Female,<10
2009,Southern,North Carolina,All,182
2009,Southern,Oklahoma,Male,100-109
2009,Southern,Oklahoma,Female,<10
2009,Southern,Oklahoma,All,105
2009,Southern,South Carolina,Male,110-119
2009,Southern,South Carolina,Female,<10
2009,Southern,South Carolina,All,123
2009,Southern,Tennessee,Male,170-179
2009,Southern,Tennessee,Female,<10
2009,Southern,Tennessee,All,177
2009,Southern,Texas,Male,443
2009,Southern,Texas,Female,21
2009,Southern,Texas,All,464
2009,Southern,Virginia,Male,170-179
2009,Southern,Virginia,Female,<10
2009,Southern,Virginia,All,183
2009,Southern,West Virginia,Male,50-59
2009,Southern,West Virginia,Female,<10
2009,Southern,West Virginia,All,53
2009,Western,Alaska,Male,20-29
2009,Western,Alaska,Female,<10
2009,Western,Alaska,All,30
2009,Western,Arizona,Male,196
2009,Western,Arizona,Female,10
2009,Western,Arizona,All,206
2009,Western,California,Male,571
2009,Western,California,Female,26
2009,Western,California,All,597
2009,Western,Colorado,Male,170-179
2009,Western,Colorado,Female,<10
2009,Western,Colorado,All,179
2009,Western,Hawaii,Male,20-29
2009,Western,Hawaii,Female,<10
2009,Western,Hawaii,All,22
2009,Western,Idaho,Male,50-59
2009,Western,Idaho,Female,<10
2009,Western,Idaho,All,59
2009,Western,Montana,Male,40-49
2009,Western,Montana,Female,<10
2009,Western,Montana,All,51
2009,Western,Nevada,Male,100-109
2009,Western,Nevada,Female,<10
2009,Western,Nevada,All,104
2009,Western,New Mexico,Male,70-79
2009,Western,New Mexico,Female,<10
2009,Western,New Mexico,All,80
2009,Western,Oregon,Male,110-119
2009,Western,Oregon,Female,<10
2009,Western,Oregon,All,123
2009,Western,Utah,Male,60-69
2009,Western,Utah,Female,<10
2009,Western,Utah,All,66
2009,Western,Washington,Male,190-199
2009,Western,Washington,Female,<10
2009,Western,Washington,All,201
2009,Western,Wyoming,Male,20-29
2009,Western,Wyoming,Female,<10
2009,Western,Wyoming,All,22
2009,All,U.S. Total,Male,6310
2009,All,U.S. Total,Female,226
2009,All,U.S. Total,All,6537
2010,Northeastern,Connecticut,Male,40-49
2010,Northeastern,Connecticut,Female,<10
2010,Northeastern,Connecticut,All,47
2010,Northeastern,Maine,Male,40-49
2010,Northeastern,Maine,Female,<10
2010,Northeastern,Maine,All,48
2010,Northeastern,Massachusetts,Male,90-99
2010,Northeastern,Massachusetts,Female,<10
2010,Northeastern,Massachusetts,All,98
2010,Northeastern,New Hampshire,Male,30-39
2010,Northeastern,New Hampshire,Female,<10
2010,Northeastern,New Hampshire,All,35
2010,Northeastern,New Jersey,Male,70-79
2010,Northeastern,New Jersey,Female,<10
2010,Northeastern,New Jersey,All,79
2010,Northeastern,New York,Male,180-189
2010,Northeastern,New York,Female,<10
2010,Northeastern,New York,All,196
2010,Northeastern,Pennsylvania,Male,260-269
2010,Northeastern,Pennsylvania,Female,<10
2010,Northeastern,Pennsylvania,All,268
2010,Northeastern,Rhode Island,Male,10-19
2010,Northeastern,Rhode Island,Female,<10
2010,Northeastern,Rhode Island,All,17
2010,Northeastern,Vermont,Male,10-19
2010,Northeastern,Vermont,Female,<10
2010,Northeastern,Vermont,All,18
2010,Midwestern,Illinois,Male,160-169
2010,Midwestern,Illinois,Female,<10
2010,Midwestern,Illinois,All,173
2010,Midwestern,Indiana,Male,130-139
2010,Midwestern,Indiana,Female,<10
2010,Midwestern,Indiana,All,136
2010,Midwestern,Iowa,Male,60-69
2010,Midwestern,Iowa,Female,<10
2010,Midwestern,Iowa,All,73
2010,Midwestern,Kansas,Male,60-69
2010,Midwestern,Kansas,Female,<10
2010,Midwestern,Kansas,All,69
2010,Midwestern,Michigan,Male,180-189
2010,Midwestern,Michigan,Female,<10
2010,Midwestern,Michigan,All,191
2010,Midwestern,Minnesota,Male,90-99
2010,Midwestern,Minnesota,Female,<10
2010,Midwestern,Minnesota,All,96
2010,Midwestern,Missouri,Male,160-169
2010,Midwestern,Missouri,Female,<10
2010,Midwestern,Missouri,All,172
2010,Midwestern,Nebraska,Male,30-39
2010,Midwestern,Nebraska,Female,<10
2010,Midwestern,Nebraska,All,35
2010,Midwestern,North Dakota,Male,20-29
2010,Midwestern,North Dakota,Female,<10
2010,Midwestern,North Dakota,All,23
2010,Midwestern,Ohio,Male,260-269
2010,Midwestern,Ohio,Female,<10
2010,Midwestern,Ohio,All,273
2010,Midwestern,South Dakota,Male,10-19
2010,Midwestern,South Dakota,Female,<10
2010,Midwestern,South Dakota,All,19
2010,Midwestern,Wisconsin,Male,130-139
2010,Midwestern,Wisconsin,Female,<10
2010,Midwestern,Wisconsin,All,143
2010,Southern,Alabama,Male,120-129
2010,Southern,Alabama,Female,<10
2010,Southern,Alabama,All,126
2010,Southern,Arkansas,Male,80-89
2010,Southern,Arkansas,Female,<10
2010,Southern,Arkansas,All,87
2010,Southern,Delaware,Male,10-19
2010,Southern,Delaware,Female,<10
2010,Southern,Delaware,All,14
2010,Southern,District of Columbia,Male,<10
2010,Southern,District of Columbia,Female,<10
2010,Southern,District of Columbia,All,<10
2010,Southern,Florida,Male,548
2010,Southern,Florida,Female,18
2010,Southern,Florida,All,567
2010,Southern,Georgia,Male,179
2010,Southern,Georgia,Female,11
2010,Southern,Georgia,All,190
2010,Southern,Kentucky,Male,100-109
2010,Southern,Kentucky,Female,<10
2010,Southern,Kentucky,All,111
2010,Southern,Louisiana,Male,100-109
2010,Southern,Louisiana,Female,<10
2010,Southern,Louisiana,All,107
2010,Southern,Maryland,Male,70-79
2010,Southern,Maryland,Female,<10
2010,Southern,Maryland,All,81
2010,Southern,Mississippi,Male,70-79
2010,Southern,Mississippi,Female,<10
2010,Southern,Mississippi,All,77
2010,Southern,North Carolina,Male,180-189
